"sample","predicted_class","top_class_probability","cpg","sample_beta","eps","p_plus","p_minus","dp_dx","abs_dp_dx","local_effect_for_eps","direction"
"SPL-DU-00003","Unknown",0.5996,"cg03543448",0.873386309326711,0.02,0.599685993670492,0.599477293355277,0.00521750788036456,0.00521750788036456,0.000104350157607291,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg04205664",0.929091598288094,0.02,0.599488944617504,0.599674344306391,-0.00463499222217722,0.00463499222217722,9.26998444435444e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg02719245",0.0695437882468559,0.02,0.599489751804247,0.599673518711768,-0.00459417268801887,0.00459417268801887,9.18834537603774e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg25009327",0.853612562003074,0.02,0.599489891889059,0.599673405656789,-0.00458784419326008,0.00458784419326008,9.17568838652016e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg18701481",0.126958517987428,0.02,0.599493828907898,0.599669504053133,-0.00439187863086887,0.00439187863086887,8.78375726173775e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg24365464",0.0670611659211316,0.02,0.599493996755016,0.599669337205852,-0.00438351127089731,0.00438351127089731,8.76702254179462e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg27143688",0.455320547612059,0.02,0.599667136569598,0.599496151504261,0.00427462663343814,0.00427462663343814,8.54925326687627e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg18803147",0.455320547612059,0.02,0.59966379569242,0.599499537966193,0.00410644315568531,0.00410644315568531,8.21288631137062e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg13736514",0.72157192668286,0.02,0.599502749693631,0.599660586809041,-0.00394592788524606,0.00394592788524606,7.89185577049211e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg12777520",0.820148329604374,0.02,0.599657473213484,0.59950584583308,0.00379068451009656,0.00379068451009656,7.58136902019312e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg08891071",0.314754138129478,0.02,0.599507247217112,0.599656080282991,-0.00372082664697459,0.00372082664697459,7.44165329394918e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg14239111",0.455320547612059,0.02,0.59965520471604,0.599508057846753,0.00367867173217961,0.00367867173217961,7.35734346435923e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg00631329",0.808438220885769,0.02,0.599509953958568,0.599653347542875,-0.00358483960766764,0.00358483960766764,7.16967921533528e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg14601621",0.451026293052698,0.02,0.599652486609502,0.599510847631591,0.00354097444777434,0.00354097444777434,7.08194889554869e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg04546413",0.683415195047579,0.02,0.599650971609627,0.599512352371569,0.0034654809514617,0.0034654809514617,6.93096190292341e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg15703970",0.548364198483923,0.02,0.599650653840975,0.599512671654364,0.00344955466527463,0.00344955466527463,6.89910933054926e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg27501759",0.492174515068872,0.02,0.59951382542357,0.599649468428831,-0.00339107513153136,0.00339107513153136,6.78215026306273e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg18448746",0.14573893919624,0.02,0.599648208871043,0.599515043056992,0.0033291453512524,0.0033291453512524,6.65829070250479e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg00456343",0.455320547612059,0.02,0.59964745379196,0.599515833397329,0.00329050986579426,0.00329050986579426,6.58101973158853e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg07776993",0.629731404113886,0.02,0.599644545509304,0.59951873864202,0.00314517168210626,0.00314517168210626,6.29034336421252e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg12539796",0.313520481478765,0.02,0.599519418227181,0.599643885182979,-0.00311167389496769,0.00311167389496769,6.22334778993538e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg04382396",0.468836575254719,0.02,0.599643814710108,0.599519521488905,0.00310733053008882,0.00310733053008882,6.21466106017765e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg23548201",0.455320547612059,0.02,0.599520302080706,0.599643018673482,-0.00306791481940183,0.00306791481940183,6.13582963880365e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00003","Unknown",0.5996,"cg03871124",0.455320547612059,0.02,0.599520837034161,0.599642494375099,-0.00304143352344577,0.00304143352344577,6.08286704689153e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg25840318",0.625891506679972,0.02,0.540739870756468,0.540258783661437,0.0120271773757757,0.0120271773757757,0.000240543547515515,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg02719245",0.0806953976257311,0.02,0.540274558324536,0.540724085248169,-0.0112381730908384,0.0112381730908384,0.000224763461816768,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg20803293",0.442707958730258,0.02,0.540300736077497,0.540698029886419,-0.00993234522305707,0.00993234522305707,0.000198646904461141,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg22343728",0.171056048672542,0.02,0.540302972678903,0.540695718353437,-0.00981864186334891,0.00981864186334891,0.000196372837266978,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg03204678",0.16041121318864,0.02,0.540306667050039,0.540692030905034,-0.00963409637486646,0.00963409637486646,0.000192681927497329,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg27143688",0.503786407460019,0.02,0.54069076303992,0.540307923596058,0.00957098609653261,0.00957098609653261,0.000191419721930652,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg09782540",0.650155896583967,0.02,0.540308758404632,0.540689984807443,-0.00953066007029212,0.00953066007029212,0.000190613201405842,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg08101036",0.0901999072916998,0.02,0.540328115684793,0.540670630992975,-0.00856288270455752,0.00856288270455752,0.00017125765409115,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg11969330",0.442707958730258,0.02,0.540328551805987,0.540670204604874,-0.00854131997219675,0.00854131997219675,0.000170826399443935,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg08818984",0.704190859998227,0.02,0.54066974738205,0.540328950000016,0.00851993455084631,0.00851993455084631,0.000170398691016926,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg14642259",0.357330713698363,0.02,0.540669102994311,0.540329677136862,0.00848564643623483,0.00848564643623483,0.000169712928724697,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg07515565",0.477858425826209,0.02,0.540667312341729,0.540331429623853,0.0083970679469053,0.0083970679469053,0.000167941358938106,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg04329125",0.432629054827514,0.02,0.540666906762618,0.540331820288129,0.00837716186221914,0.00837716186221914,0.000167543237244383,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg09510476",0.903567072459186,0.02,0.540664070700367,0.540334660819712,0.00823524701637212,0.00823524701637212,0.000164704940327442,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg03543448",0.766597846106743,0.02,0.540657188031283,0.540341508366684,0.00789199161498332,0.00789199161498332,0.000157839832299666,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg09530810",0.452145033259562,0.02,0.540342123296605,0.540656630573822,-0.00786268193041228,0.00786268193041228,0.000157253638608246,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg16877681",0.105380117223705,0.02,0.540648145042628,0.540350562427287,0.0074395653835102,0.0074395653835102,0.000148791307670204,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg11090364",0.0846894295288771,0.02,0.540350738651117,0.540647969427931,-0.00743076942033849,0.00743076942033849,0.00014861538840677,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg26256223",0.442707958730258,0.02,0.540352040090414,0.540646646820928,-0.00736516826286836,0.00736516826286836,0.000147303365257367,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg03356172",0.275232868405921,0.02,0.540639017751665,0.540359680898975,0.00698342131724427,0.00698342131724427,0.000139668426344885,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg24292703",0.754746998260667,0.02,0.54036625641226,0.54063253380288,-0.00665693476551154,0.00665693476551154,0.000133138695310231,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg00921266",0.395958155102189,0.02,0.54036683629392,0.540631932136924,-0.0066273960751012,0.0066273960751012,0.000132547921502024,"increasing_beta_decreases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg02630214",0.361797175572132,0.02,0.540630457420601,0.540368250188268,0.00655518080832639,0.00655518080832639,0.000131103616166528,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg19429281",0.756994278932536,0.02,0.540629873923953,0.54036887589421,0.00652495074357772,0.00652495074357772,0.000130499014871554,"increasing_beta_increases_top_prob"
"SPL-DU-00006","Unknown",0.5405,"cg21986027",0.66199501318827,0.02,0.540371657698037,0.540627092010664,-0.00638585781565781,0.00638585781565781,0.000127717156313156,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg20803293",0.291505712412103,0.02,0.560690175524517,0.560556018460308,0.00335392660523181,0.00335392660523181,6.70785321046363e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg25840318",0.430159393211602,0.02,0.560558971591241,0.560687275171333,-0.00320758950230482,0.00320758950230482,6.41517900460963e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg02719245",0.070235009356215,0.02,0.560686843922397,0.560559412434764,0.0031857871908153,0.0031857871908153,6.3715743816306e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg22343728",0.122013837262999,0.02,0.560686694705223,0.560559545064266,0.00317874102393756,0.00317874102393756,6.35748204787512e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg09782540",0.333805442542298,0.02,0.560682518430407,0.560563690454755,0.00297069939129701,0.00297069939129701,5.94139878259403e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg08101036",0.103921757065988,0.02,0.560678140571059,0.560568073519784,0.00275167628185913,0.00275167628185913,5.50335256371825e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg21986027",0.742850894674027,0.02,0.56067555279118,0.560570671152974,0.00262204095513862,0.00262204095513862,5.24408191027725e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg11969330",0.291505712412103,0.02,0.560675015888844,0.560571191774258,0.00259560286465232,0.00259560286465232,5.19120572930464e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg06878649",0.145864846293248,0.02,0.560672677415366,0.560573531551052,0.0024786466078286,0.0024786466078286,4.95729321565719e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg24365464",0.06244903938645,0.02,0.560672463024356,0.560573743645836,0.00246798446298102,0.00246798446298102,4.93596892596204e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg27143688",0.291505712412103,0.02,0.560574507380721,0.560671738561428,-0.00243077951767312,0.00243077951767312,4.86155903534624e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg00921266",0.0662919843091544,0.02,0.560670764087597,0.56057544672276,0.00238293412093971,0.00238293412093971,4.76586824187941e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg14642259",0.0537348427252428,0.02,0.560575566801121,0.560670628887456,-0.00237655215838961,0.00237655215838961,4.75310431677922e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg16877681",0.740420462944283,0.02,0.560575957470688,0.560670286956946,-0.00235823715643846,0.00235823715643846,4.71647431287691e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg09530810",0.665696285174278,0.02,0.560669885754389,0.560576330710535,0.0023388760963472,0.0023388760963472,4.67775219269439e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg03204678",0.500031424172085,0.02,0.56066969388161,0.560576544658086,0.00232873058809701,0.00232873058809701,4.65746117619403e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg24292703",0.145072334703284,0.02,0.560668873509813,0.5605773230869,0.00228876057283556,0.00228876057283556,4.57752114567112e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg01696784",0.10181542445779,0.02,0.56066780127065,0.560578516062781,0.00223213019671931,0.00223213019671931,4.46426039343861e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg24403845",0.472046842597296,0.02,0.560667553808761,0.56057868441508,0.00222173484200061,0.00222173484200061,4.44346968400122e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg08818984",0.445320327690955,0.02,0.560579989945225,0.56066625519274,-0.00215663118788567,0.00215663118788567,4.31326237577134e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg03356172",0.808824063641858,0.02,0.560580476921156,0.560665774612467,-0.0021324422827651,0.0021324422827651,4.2648845655302e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg18873878",0.0701142774604215,0.02,0.560581213431485,0.56066506376476,-0.00209625833187677,0.00209625833187677,4.19251666375353e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg07515565",0.0882240893847205,0.02,0.56058178753501,0.560664431037994,-0.00206608757460647,0.00206608757460647,4.13217514921293e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg08489674",0.306546577014834,0.02,0.560663805828284,0.560582419500043,0.002034658206021,0.002034658206021,4.069316412042e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00007","SCC",0.5606,"cg26256223",0.291505712412103,0.02,0.560663459902133,0.56058279586953,0.00201660081506627,0.00201660081506627,4.03320163013254e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg23194926",0.440496076131872,0.02,0.315165828734365,0.315117469030759,0.0012089925901515,0.0012089925901515,2.417985180303e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg00335715",0.491709296248183,0.02,0.315165636522179,0.315117660812012,0.00119939275418091,0.00119939275418091,2.39878550836181e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg21643939",0.652550316330388,0.02,0.315117798548423,0.315165513974139,-0.00119288564290332,0.00119288564290332,2.38577128580664e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg14503441",0.203126456265276,0.02,0.315165280570424,0.315118028244886,0.00118130813846068,0.00118130813846068,2.36261627692136e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg09563216",0.090239542517733,0.02,0.315164091010213,0.315119220710575,0.00112175749096416,0.00112175749096416,2.24351498192832e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg24876960",0.0333191417678553,0.02,0.315120010570955,0.315163266495201,-0.00108139810613,0.00108139810613,2.16279621226001e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg18701481",0.0533717370122883,0.02,0.315120386967325,0.315162924618321,-0.00106344127489416,0.00106344127489416,2.12688254978832e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg02185675",0.962599854364151,0.02,0.315162320152255,0.315120979024902,0.00103352818383445,0.00103352818383445,2.06705636766891e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg03718012",0.481707511375899,0.02,0.315162246761719,0.315121064158345,0.00102956508436086,0.00102956508436086,2.05913016872172e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg04131969",0.052497028113693,0.02,0.315123011304825,0.315160245333521,-0.000930850717408005,0.000930850717408005,1.86170143481601e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg09831875",0.221978591560618,0.02,0.315160211362116,0.315123098357423,0.000927825117334747,0.000927825117334747,1.85565023466949e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg03543448",0.952379009881476,0.02,0.315159957011753,0.315123326380766,0.000915765774689436,0.000915765774689436,1.83153154937887e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg10942056",0.709154496182239,0.02,0.315123906760995,0.31515939348775,-0.000887168168860197,0.000887168168860197,1.77433633772039e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg00036011",0.285541242489169,0.02,0.31515902288148,0.315124269179867,0.000868842540323322,0.000868842540323322,1.73768508064664e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg02719245",0.0685349901461814,0.02,0.315124430156858,0.315158841003129,-0.000860271156764847,0.000860271156764847,1.72054231352969e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg18126802",0.750522257573486,0.02,0.315158382554765,0.315124921180968,0.000836534344912653,0.000836534344912653,1.67306868982531e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg18383585",0.452159628289574,0.02,0.315125353699772,0.315157935876039,-0.000814554406670941,0.000814554406670941,1.62910881334188e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg24365464",0.703943306878034,0.02,0.31512543030357,0.315157881549149,-0.000811281139478925,0.000811281139478925,1.62256227895785e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg27046920",0.96436445757004,0.02,0.315157568990939,0.315125734679736,0.000795857780086506,0.000795857780086506,1.59171556017301e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg22663389",0.697784781453142,0.02,0.315126142112849,0.31515715878786,-0.000775416875276046,0.000775416875276046,1.55083375055209e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg16479539",0.0448617549166861,0.02,0.315157150950494,0.315126146307668,0.000775116070642068,0.000775116070642068,1.55023214128414e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg09923954",0.394903269783108,0.02,0.315156904909776,0.315126400285688,0.000762615602205307,0.000762615602205307,1.52523120441061e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg16072192",0.821099182097576,0.02,0.315156602253378,0.315126678456986,0.000748094909797103,0.000748094909797103,1.49618981959421e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg09047573",0.0883866959889959,0.02,0.315156485576603,0.315126816548433,0.000741725704256346,0.000741725704256346,1.48345140851269e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00009","Unknown",0.3151,"cg12777520",0.607969263448997,0.02,0.315156104002371,0.315127197838177,0.000722654104841346,0.000722654104841346,1.44530820968269e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg18147606",0.0918614291518677,0.02,0.931007036339261,0.931011752697456,-0.000117908954863632,0.000117908954863632,2.35817909727265e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg17227257",0.287495210761933,0.02,0.931011072372987,0.931007719146821,8.38306541572908e-05,8.38306541572908e-05,1.67661308314582e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg23548201",0.287495210761933,0.02,0.931011026782619,0.931007763089354,8.15923316216382e-05,8.15923316216382e-05,1.63184663243276e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg01025800",0.0542282945696452,0.02,0.931010986801355,0.931007804059307,7.9568551200615e-05,7.9568551200615e-05,1.5913710240123e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg10257302",0.926909298109394,0.02,0.931010955241997,0.9310078341023,7.8028492428439e-05,7.8028492428439e-05,1.56056984856878e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg03532263",0.287495210761933,0.02,0.931010910678565,0.931007880347684,7.57582720251059e-05,7.57582720251059e-05,1.51516544050212e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg16400350",0.287495210761933,0.02,0.931010900645489,0.93100788923945,7.528515097166e-05,7.528515097166e-05,1.5057030194332e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg26790247",0.176204615228478,0.02,0.93101080886577,0.931007980187864,7.07169476504843e-05,7.07169476504843e-05,1.41433895300969e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00010","NEC-like SMARCA4 ARID1A",0.931,"cg06721601",0.287495210761933,0.02,0.931010784064688,0.93100801118531,6.93219844638548e-05,6.93219844638548e-05,1.3864396892771e-06,"increasing_beta_increases_top_prob"
