"sample","predicted_class","top_class_probability","cpg","sample_beta","eps","p_plus","p_minus","dp_dx","abs_dp_dx","local_effect_for_eps","direction"
"SPL-DU-00001","ADC",0.8381,"cg08101036",0.0567484079857568,0.02,0.838140282255159,0.838118852929429,0.000535733143269823,0.000535733143269823,1.07146628653965e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg00921266",0.0596148303173244,0.02,0.838140034858308,0.838119098958746,0.000523397489038402,0.000523397489038402,1.0467949780768e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg02806715",0.913563326594924,0.02,0.838119108520824,0.838140027927602,-0.00052298516945437,0.00052298516945437,1.04597033890874e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03020006",0.759665731117328,0.02,0.838119140737092,0.83813999772869,-0.000521424789945435,0.000521424789945435,1.04284957989087e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg07776993",0.965957397478682,0.02,0.838119312796916,0.838139832824738,-0.000513000695551157,0.000513000695551157,1.02600139110231e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg15575375",0.139508323241378,0.02,0.838139691748897,0.838119441008466,0.000506268510788721,0.000506268510788721,1.01253702157744e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg07593977",0.835623583854764,0.02,0.838119565016941,0.838139579343909,-0.000500358174204684,0.000500358174204684,1.00071634840937e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg27143688",0.451616184432829,0.02,0.838119783243866,0.838139361528916,-0.000489457126234826,0.000489457126234826,9.78914252469653e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg25650964",0.970535883492394,0.02,0.838119790833176,0.838139344262728,-0.000488835738807202,0.000488835738807202,9.77671477614405e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10476773",0.875452676662665,0.02,0.838119816907272,0.838139326485473,-0.000487739455037883,0.000487739455037883,9.75478910075766e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg04329125",0.451616184432829,0.02,0.838119854311049,0.838139284657925,-0.000485758671880942,0.000485758671880942,9.71517343761884e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg15703970",0.673015215174454,0.02,0.838119865445202,0.838139269503574,-0.000485101459299364,0.000485101459299364,9.70202918598727e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg05638439",0.821663157250893,0.02,0.838119940651334,0.838139197016719,-0.000481409134611698,0.000481409134611698,9.62818269223397e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06460587",0.0452070211690001,0.02,0.838119949846655,0.838139195244412,-0.000481134943913775,0.000481134943913775,9.6226988782755e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg27500148",0.875265403209902,0.02,0.838120142263609,0.838138991947488,-0.000471242096986013,0.000471242096986013,9.42484193972025e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg24292703",0.540316251828801,0.02,0.838138742876958,0.838120387278035,0.000458889973078968,0.000458889973078968,9.17779946157936e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg04865531",0.451616184432829,0.02,0.83813872906663,0.838120402642617,0.000458160600330659,0.000458160600330659,9.16321200661318e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg13340765",0.451616184432829,0.02,0.838120525756655,0.838138613902556,-0.000452203647516302,0.000452203647516302,9.04407295032605e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08254359",0.451616184432829,0.02,0.838120737869816,0.83813840008878,-0.000441555474095523,0.000441555474095523,8.83110948191045e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg12976081",0.107306680977324,0.02,0.838120746196067,0.838138394250146,-0.00044120135196668,0.00044120135196668,8.82402703933361e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg04205664",0.943120819956241,0.02,0.838138144650882,0.838120998530393,0.000428653012218838,0.000428653012218838,8.57306024437676e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg09510476",0.577666904973212,0.02,0.838121283055168,0.838137854728264,-0.000414291827405266,0.000414291827405266,8.28583654810532e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg16072192",0.127355778181893,0.02,0.8381213782225,0.83813776673227,-0.000409712744237067,0.000409712744237067,8.19425488474135e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg13799970",0.880124478197422,0.02,0.838121382159351,0.838137759694247,-0.000409438372403481,0.000409438372403481,8.18876744806962e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06215569",0.665528425209599,0.02,0.838137472432,0.838121678522669,0.000394847733278802,0.000394847733278802,7.89695466557604e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06303238",0.451616184432829,0.02,0.838137416656175,0.838121717218403,0.000392485944306075,0.000392485944306075,7.84971888612151e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg19610750",0.232581501402154,0.02,0.838121749913696,0.838137398258486,-0.000391208619746064,0.000391208619746064,7.82417239492129e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg22836359",0.922610633825901,0.02,0.838121785355554,0.838137358766797,-0.000389335281092417,0.000389335281092417,7.78670562184835e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg04886846",0.575040920229663,0.02,0.838121814657678,0.838137322539521,-0.000387697046067003,0.000387697046067003,7.75394092134007e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08317738",0.451616184432829,0.02,0.838121884955465,0.838137253556139,-0.000384215016846489,0.000384215016846489,7.68430033692979e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg26256223",0.451616184432829,0.02,0.838137240665457,0.838121905075643,0.000383389745373108,0.000383389745373108,7.66779490746216e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg18448746",0.881700333032192,0.02,0.83812215484151,0.838137000886041,-0.000371151113265355,0.000371151113265355,7.4230222653071e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg18175808",0.0851978298846203,0.02,0.838122220216768,0.838136912310002,-0.000367302330842034,0.000367302330842034,7.34604661684068e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06319475",0.0831160024801724,0.02,0.838136705368205,0.838122431451989,0.000356847905405577,0.000356847905405577,7.13695810811155e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg21336435",0.187535212992023,0.02,0.838122531727908,0.838136608318604,-0.0003519147673825,0.0003519147673825,7.03829534765e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg25371919",0.928347220508299,0.02,0.8381225621007,0.838136575962164,-0.000350346536595602,0.000350346536595602,7.00693073191205e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10996596",0.150737978189369,0.02,0.838122687523112,0.83813646000714,-0.000344312100702959,0.000344312100702959,6.88624201405919e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06417478",0.537123508563997,0.02,0.838122746159926,0.838136389644701,-0.000341087119376526,0.000341087119376526,6.82174238753052e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg17242351",0.94212368371083,0.02,0.838122808636949,0.838136338397893,-0.000338244023598277,0.000338244023598277,6.76488047196554e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg24403845",0.0523883422901821,0.02,0.838136289394405,0.838122851522752,0.000335946791318875,0.000335946791318875,6.7189358263775e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg24630419",0.607353717194654,0.02,0.838122860122964,0.838136278436308,-0.000335457833577912,0.000335457833577912,6.70915667155824e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08032924",0.837871562221821,0.02,0.838136198866045,0.838122943896659,0.000331374234652237,0.000331374234652237,6.62748469304474e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg04828133",0.0186099418541796,0.02,0.838122965848348,0.838135720010413,-0.000330333625281205,0.000330333625281205,6.60667250562411e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06703222",0.154425649137807,0.02,0.838123025504958,0.838136106522435,-0.000327025436930306,0.000327025436930306,6.54050873860612e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg24365464",0.483135084283685,0.02,0.838136096441464,0.838123036427574,0.00032650034724746,0.00032650034724746,6.5300069449492e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08818984",0.0906106146167572,0.02,0.838123099838073,0.838136044671615,-0.000323620838527105,0.000323620838527105,6.47241677054211e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg23548201",0.917493811952176,0.02,0.838135974806857,0.838123162396063,0.000320310269857904,0.000320310269857904,6.40620539715808e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg20443778",0.475967215584065,0.02,0.838135970087341,0.83812316442071,0.000320141665757778,0.000320141665757778,6.40283331515556e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg26161708",0.19554041653237,0.02,0.838135962085401,0.838123183454213,0.000319465779713424,0.000319465779713424,6.38931559426848e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg07362168",0.473917066974581,0.02,0.838123229241989,0.838135903718513,-0.000316861913099431,0.000316861913099431,6.33723826198862e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg09125300",0.110038996045095,0.02,0.83812324424828,0.838135890746452,-0.000316162454305768,0.000316162454305768,6.32324908611537e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg18004701",0.810086109628912,0.02,0.838135744262467,0.838123394726872,0.000308738389856455,0.000308738389856455,6.1747677971291e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg19814934",0.802526638263437,0.02,0.838123437316156,0.838135714182597,-0.00030692166102797,0.00030692166102797,6.1384332205594e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg26199445",0.932214679791558,0.02,0.838123447236469,0.838135697431833,-0.000306254884113732,0.000306254884113732,6.12509768227464e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg13453374",0.624938016337193,0.02,0.838135675590801,0.838123457603138,0.000305449691584414,0.000305449691584414,6.10899383168828e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg07350977",0.880781987327337,0.02,0.838123532671729,0.838135601388828,-0.000301717927458922,0.000301717927458922,6.03435854917844e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg11800620",0.895116318220857,0.02,0.838123587677959,0.83813554806529,-0.000299009683288331,0.000299009683288331,5.98019366576663e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10069155",0.875482972750124,0.02,0.838123707132339,0.838135436266072,-0.000293228343320462,0.000293228343320462,5.86456686640923e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg01025800",0.955436607201965,0.02,0.838123769877326,0.838135370447102,-0.000290014244389014,0.000290014244389014,5.80028488778028e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06710082",0.828330959425929,0.02,0.838123942238559,0.838135210397844,-0.000281703982116243,0.000281703982116243,5.63407964232487e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg17301223",0.484798923491597,0.02,0.838135203917628,0.838123954568994,0.000281233715831997,0.000281233715831997,5.62467431663994e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03219968",0.61113101041579,0.02,0.838123945107214,0.838135191166599,-0.000281151484618491,0.000281151484618491,5.62302969236982e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg21348406",0.701184861378413,0.02,0.83812396681365,0.838135172838993,-0.00028015063358866,0.00028015063358866,5.60301267177321e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg01922485",0.25419479184404,0.02,0.838124035033201,0.838135106491037,-0.0002767864459019,0.0002767864459019,5.535728918038e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08331829",0.451616184432829,0.02,0.838134984888043,0.838124163073572,0.000270545361771845,0.000270545361771845,5.41090723543691e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg23166865",0.159331444756075,0.02,0.838134962443873,0.838124192187863,0.000269256400250995,0.000269256400250995,5.38512800501989e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg11738485",0.457938890928652,0.02,0.838124234163279,0.838134927615953,-0.000267336316858713,0.000267336316858713,5.34672633717425e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg22784187",0.675472677103248,0.02,0.838124234012637,0.838134899431567,-0.00026663547325334,0.00026663547325334,5.3327094650668e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg23201907",0.189016871536754,0.02,0.838134897809955,0.838124234903064,0.000266572672269483,0.000266572672269483,5.33145344538966e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg00513941",0.93623273597806,0.02,0.838134843650178,0.83812429411645,0.00026373834317861,0.00026373834317861,5.2747668635722e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg27312312",0.0418928370565102,0.02,0.838134806046613,0.838124334017292,0.000261800733034057,0.000261800733034057,5.23601466068113e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg15760474",0.451616184432829,0.02,0.838124361808255,0.838134785157055,-0.000260583720010365,0.000260583720010365,5.21167440020731e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg12777520",0.451616184432829,0.02,0.838124361994074,0.838134775185002,-0.00026032977318291,0.00026032977318291,5.2065954636582e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg00531453",0.200992487897703,0.02,0.838124363843274,0.838134773255884,-0.000260235315252544,0.000260235315252544,5.20470630505088e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg16472050",0.218648189740753,0.02,0.838124389191358,0.838134748141624,-0.00025897375664774,0.00025897375664774,5.17947513295481e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10935762",0.079700075309605,0.02,0.83812440401887,0.838134729183664,-0.000258129119845574,0.000258129119845574,5.16258239691147e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03718012",0.138597413847053,0.02,0.838124442358019,0.838134691597822,-0.000256230995074325,0.000256230995074325,5.12461990148649e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg00335715",0.0588978279012318,0.02,0.83813460802924,0.838124531519322,0.000251912747958882,0.000251912747958882,5.03825495917765e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03890691",0.946699284769163,0.02,0.838124572284169,0.838134581771104,-0.000250237173379797,0.000250237173379797,5.00474346759594e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg16145211",0.928609860114024,0.02,0.838134451039258,0.838124682351508,0.000244217193751117,0.000244217193751117,4.88434387502234e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08040429",0.451616184432829,0.02,0.838124730784269,0.838134410822071,-0.000242000945058218,0.000242000945058218,4.84001890116436e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg11969330",0.451616184432829,0.02,0.838124799813413,0.838134336484526,-0.000238416777834094,0.000238416777834094,4.76833555668188e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg16574134",0.0309075198887069,0.02,0.83813431153848,0.838124826062287,0.000237136904848723,0.000237136904848723,4.74273809697445e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08891071",0.278137475580777,0.02,0.838134298273082,0.83812483643543,0.00023654594130118,0.00023654594130118,4.73091882602361e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg17375267",0.722471975045493,0.02,0.838134200118818,0.838124936923554,0.00023157988159328,0.00023157988159328,4.6315976318656e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg06957447",0.451616184432829,0.02,0.838124974350039,0.838134175428184,-0.000230026953637607,0.000230026953637607,4.60053907275215e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03871124",0.451616184432829,0.02,0.838134150068711,0.838124983920885,0.000229153695632811,0.000229153695632811,4.58307391265622e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg02589685",0.173120081704835,0.02,0.838124993511339,0.838134144912937,-0.00022878503995738,0.00022878503995738,4.5757007991476e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg22151446",0.927298393088427,0.02,0.83812500125947,0.838134143664625,-0.000228560128881505,0.000228560128881505,4.5712025776301e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg21643939",0.161922013106867,0.02,0.838125008782315,0.838134125111295,-0.00022790822448715,0.00022790822448715,4.558164489743e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg16705086",0.830759549647864,0.02,0.838125032855553,0.83813411216588,-0.000226982758178007,0.000226982758178007,4.53965516356014e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg09923954",0.341520569165182,0.02,0.838134094648873,0.838125040845207,0.00022634509163344,0.00022634509163344,4.52690183266879e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg03242698",0.245019431145125,0.02,0.838125047328858,0.838134091605617,-0.00022610691896574,0.00022610691896574,4.52213837931481e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg07486474",0.922569961209142,0.02,0.838125057050123,0.838134093710559,-0.000225916510906976,0.000225916510906976,4.51833021813952e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg24676817",0.713760989281276,0.02,0.838125084302787,0.838134063898475,-0.000224489892192148,0.000224489892192148,4.48979784384295e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg00036011",0.0463745763377336,0.02,0.83812512069661,0.838134021089134,-0.000222509813080363,0.000222509813080363,4.45019626160725e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10331073",0.232546165850877,0.02,0.838134015882547,0.83812511943368,0.000222411221670327,0.000222411221670327,4.44822443340654e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg13930261",0.303854737988026,0.02,0.838125122358336,0.838134018644258,-0.000222407148045556,0.000222407148045556,4.44814296091111e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg17356733",0.451616184432829,0.02,0.838125154974996,0.83813398086958,-0.000220647364604365,0.000220647364604365,4.4129472920873e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg14239111",0.451616184432829,0.02,0.838125207032242,0.838133946210978,-0.000218479468416799,0.000218479468416799,4.36958936833598e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg08066129",0.637190402752814,0.02,0.838133930968986,0.838125214822375,0.000217903665272745,0.000217903665272745,4.3580733054549e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg10559585",0.978345207121309,0.02,0.838125224242017,0.838133912085882,-0.000217196096613525,0.000217196096613525,4.34392193227051e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg15428140",0.437832722490808,0.02,0.838125307597824,0.838133831422555,-0.00021309561825944,0.00021309561825944,4.2619123651888e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg17278072",0.451616184432829,0.02,0.83812530943381,0.838133826916067,-0.000212937056409679,0.000212937056409679,4.25874112819357e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg18701481",0.0817710594214794,0.02,0.838133765594781,0.838125366888987,0.000209967644862474,0.000209967644862474,4.19935289724949e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg19149693",0.88148495598611,0.02,0.83813374041766,0.838125397184373,0.000208580832167238,0.000208580832167238,4.17161664334475e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg18698788",0.41778542665905,0.02,0.838125418918583,0.838133735605352,-0.000207917169209315,0.000207917169209315,4.1583433841863e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg02338778",0.895340120363949,0.02,0.838125423763286,0.838133712299918,-0.000207213415792662,0.000207213415792662,4.14426831585324e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00001","ADC",0.8381,"cg02630214",0.863217047535025,0.02,0.838133648678877,0.838125496142039,0.000203813420951437,0.000203813420951437,4.07626841902875e-06,"increasing_beta_increases_top_prob"
